Region,IpRange
australiac2,20.36.64.0/19
australiac2,20.36.112.0/20
australiac2,20.39.72.0/21
australiac2,20.39.96.0/19
australiac2,40.82.12.0/22
australiac2,40.82.244.0/22
australiac2,40.90.130.32/28
australiac2,40.90.142.64/27
australiac2,40.90.149.32/27
australiac2,40.126.128.0/18
australiac2,52.143.218.0/24
australiac2,52.239.218.0/23
australiac,20.36.32.0/19
australiac,20.36.104.0/21
australiac,20.37.0.0/18
australiac,20.38.184.0/22
australiac,20.39.64.0/21
australiac,40.82.8.0/22
australiac,40.82.240.0/22
australiac,40.90.130.48/28
australiac,40.90.142.96/27
australiac,40.90.149.64/27
australiac,52.143.219.0/24
australiac,52.239.216.0/23
australiaeast,13.70.64.0/18
australiaeast,13.72.224.0/19
australiaeast,13.73.192.0/20
australiaeast,13.75.128.0/17
australiaeast,20.37.192.0/19
australiaeast,20.38.112.0/23
australiaeast,20.40.64.0/20
australiaeast,20.40.80.0/21
australiaeast,20.40.120.0/21
australiaeast,20.40.176.0/20
australiaeast,20.42.192.0/19
australiaeast,20.188.128.0/17
australiaeast,20.190.142.0/25
australiaeast,20.191.192.0/18
australiaeast,23.101.208.0/20
australiaeast,40.79.160.0/20
australiaeast,40.79.211.0/24
australiaeast,40.82.32.0/22
australiaeast,40.82.192.0/19
australiaeast,40.87.208.0/22
australiaeast,40.90.18.0/28
australiaeast,40.90.130.80/28
australiaeast,40.90.130.208/28
australiaeast,40.90.140.32/27
australiaeast,40.90.142.160/27
australiaeast,40.90.147.64/27
australiaeast,40.90.150.0/27
australiaeast,40.112.37.128/26
australiaeast,40.126.14.0/25
australiaeast,40.126.224.0/19
australiaeast,52.108.40.0/23
australiaeast,52.109.112.0/22
australiaeast,52.114.16.0/22
australiaeast,52.143.199.0/24
australiaeast,52.143.200.0/23
australiaeast,52.147.0.0/19
australiaeast,52.156.160.0/19
australiaeast,52.187.192.0/18
australiaeast,52.232.136.0/21
australiaeast,52.232.154.0/24
australiaeast,52.237.192.0/18
australiaeast,52.239.130.0/23
australiaeast,52.239.226.0/24
australiaeast,52.245.16.0/22
australiaeast,104.44.90.64/26
australiaeast,104.44.93.96/27
australiaeast,104.44.95.48/28
australiaeast,104.46.29.0/24
australiaeast,104.46.30.0/23
australiaeast,104.209.80.0/20
australiaeast,104.210.64.0/18
australiaeast,191.238.66.0/23
australiaeast,191.239.64.0/19
australiasoutheast,13.70.128.0/18
australiasoutheast,13.73.96.0/19
australiasoutheast,13.77.0.0/18
australiasoutheast,20.40.160.0/20
australiasoutheast,20.42.224.0/19
australiasoutheast,20.190.96.0/19
australiasoutheast,20.190.142.128/25
australiasoutheast,23.101.224.0/19
australiasoutheast,40.79.212.0/24
australiasoutheast,40.81.48.0/20
australiasoutheast,40.87.212.0/22
australiasoutheast,40.90.138.128/27
australiasoutheast,40.90.155.64/26
australiasoutheast,40.112.37.192/26
australiasoutheast,40.115.64.0/19
australiasoutheast,40.117.0.0/19
australiasoutheast,40.126.14.128/25
australiasoutheast,40.127.64.0/19
australiasoutheast,52.108.234.0/23
australiasoutheast,52.109.116.0/22
australiasoutheast,52.114.20.0/22
australiasoutheast,52.136.25.0/24
australiasoutheast,52.147.32.0/19
australiasoutheast,52.158.128.0/19
australiasoutheast,52.189.192.0/18
australiasoutheast,52.239.132.0/23
australiasoutheast,52.239.225.0/24
australiasoutheast,52.243.64.0/18
australiasoutheast,52.245.20.0/22
australiasoutheast,52.255.32.0/19
australiasoutheast,104.44.90.32/27
australiasoutheast,104.44.93.128/27
australiasoutheast,104.44.95.64/28
australiasoutheast,104.46.28.0/24
australiasoutheast,104.209.64.0/20
australiasoutheast,191.239.160.0/19
australiasoutheast,191.239.192.0/22
brazilsouth,20.40.16.0/20
brazilsouth,20.40.32.0/21
brazilsouth,20.40.112.0/21
brazilsouth,20.190.145.0/25
brazilsouth,23.97.96.0/19
brazilsouth,40.90.133.32/27
brazilsouth,40.90.141.64/27
brazilsouth,40.90.144.224/27
brazilsouth,40.126.17.0/25
brazilsouth,52.108.36.0/22
brazilsouth,52.109.108.0/22
brazilsouth,104.41.0.0/18
brazilsouth,191.232.32.0/19
brazilsouth,191.232.160.0/19
brazilsouth,191.232.192.0/18
brazilsouth,191.233.0.0/21
brazilsouth,191.233.24.0/21
brazilsouth,191.233.128.0/24
brazilsouth,191.233.130.0/23
brazilsouth,191.233.132.0/22
brazilsouth,191.233.136.0/21
brazilsouth,191.233.192.0/18
brazilsouth,191.234.160.0/19
brazilsouth,191.235.32.0/19
brazilsouth,191.235.64.0/18
brazilsouth,191.235.196.0/22
brazilsouth,191.235.200.0/21
brazilsouth,191.235.224.0/20
brazilsouth,191.235.240.0/21
brazilsouth,191.235.248.0/24
brazilsouth,191.237.195.0/24
brazilsouth,191.237.200.0/21
brazilsouth,191.237.248.0/21
brazilsouth,191.238.128.0/21
brazilsouth,191.238.192.0/19
brazilsouth,191.239.112.0/20
brazilsouth,191.239.204.0/22
brazilsouth,191.239.240.0/20
canadacentral,13.71.160.0/19
canadacentral,13.88.224.0/19
canadacentral,20.38.114.0/25
canadacentral,20.38.144.0/21
canadacentral,20.39.128.0/20
canadacentral,20.43.0.0/19
canadacentral,20.190.139.0/25
canadacentral,40.79.216.0/24
canadacentral,40.80.44.0/22
canadacentral,40.82.160.0/19
canadacentral,40.85.192.0/18
canadacentral,40.90.17.144/28
canadacentral,40.90.128.0/28
canadacentral,40.90.138.32/27
canadacentral,40.90.143.160/27
canadacentral,40.90.151.96/27
canadacentral,40.126.11.0/25
canadacentral,52.108.42.0/23
canadacentral,52.109.92.0/22
canadacentral,52.114.160.0/22
canadacentral,52.136.23.0/24
canadacentral,52.136.27.0/24
canadacentral,52.138.0.0/18
canadacentral,52.139.0.0/18
canadacentral,52.156.0.0/19
canadacentral,52.228.0.0/17
canadacentral,52.233.0.0/18
canadacentral,52.237.0.0/18
canadacentral,52.239.148.64/26
canadacentral,52.239.189.0/24
canadacentral,52.245.28.0/22
canadacentral,104.44.93.32/27
canadacentral,104.44.95.16/28
canadaeast,20.190.139.128/25
canadaeast,40.69.96.0/19
canadaeast,40.79.217.0/24
canadaeast,40.80.40.0/22
canadaeast,40.80.240.0/20
canadaeast,40.86.192.0/18
canadaeast,40.89.0.0/19
canadaeast,40.90.17.128/28
canadaeast,40.90.130.192/28
canadaeast,40.90.138.64/27
canadaeast,40.90.140.0/27
canadaeast,40.90.147.32/27
canadaeast,40.126.11.128/25
canadaeast,52.108.232.0/23
canadaeast,52.109.96.0/22
canadaeast,52.114.164.0/22
canadaeast,52.136.22.0/24
canadaeast,52.139.64.0/18
canadaeast,52.155.0.0/19
canadaeast,52.229.64.0/18
canadaeast,52.232.128.0/21
canadaeast,52.235.0.0/18
canadaeast,52.239.164.128/26
canadaeast,52.239.190.0/25
canadaeast,52.242.0.0/18
canadaeast,52.245.32.0/22
canadaeast,104.44.93.64/27
canadaeast,104.44.95.32/28
indiacentral,13.71.0.0/18
indiacentral,20.40.40.0/21
indiacentral,20.40.48.0/20
indiacentral,20.43.120.0/21
indiacentral,20.190.146.0/25
indiacentral,40.79.214.0/24
indiacentral,40.80.64.0/19
indiacentral,40.81.224.0/19
indiacentral,40.87.224.0/22
indiacentral,40.90.137.128/27
indiacentral,40.112.39.0/25
indiacentral,40.112.39.128/26
indiacentral,40.126.18.0/25
indiacentral,52.108.44.0/23
indiacentral,52.109.56.0/22
indiacentral,52.114.40.0/22
indiacentral,52.136.24.0/24
indiacentral,52.140.64.0/18
indiacentral,52.159.64.0/19
indiacentral,52.172.128.0/17
indiacentral,52.239.135.64/26
indiacentral,52.239.202.0/24
indiacentral,52.245.96.0/22
indiacentral,104.44.92.128/27
indiacentral,104.44.94.192/28
indiacentral,104.47.210.0/23
indiacentral,104.211.64.0/18
uscentraleuap,13.67.153.16/28
uscentraleuap,13.67.154.0/24
uscentraleuap,20.190.138.128/25
uscentraleuap,40.66.120.0/21
uscentraleuap,40.78.200.0/21
uscentraleuap,40.78.208.16/28
uscentraleuap,40.79.232.0/21
uscentraleuap,40.82.0.0/22
uscentraleuap,40.83.24.96/27
uscentraleuap,40.89.32.0/19
uscentraleuap,40.90.132.80/28
uscentraleuap,40.90.142.32/27
uscentraleuap,40.90.149.0/27
uscentraleuap,40.122.0.0/20
uscentraleuap,40.126.10.128/25
uscentraleuap,52.109.140.0/22
uscentraleuap,52.141.224.0/20
uscentraleuap,52.143.198.0/24
uscentraleuap,52.158.176.0/20
uscentraleuap,52.165.104.128/26
uscentraleuap,52.176.225.0/24
uscentraleuap,52.176.232.0/21
uscentraleuap,52.176.240.0/20
uscentraleuap,52.180.160.0/20
uscentraleuap,52.180.176.0/21
uscentraleuap,52.185.56.112/28
uscentraleuap,52.185.112.64/27
uscentraleuap,52.239.177.0/27
uscentraleuap,52.239.238.0/24
uscentraleuap,52.245.69.0/27
uscentraleuap,52.253.156.0/22
uscentraleuap,52.253.232.0/21
uscentraleuap,104.208.48.0/20
uscentraleuap,168.61.136.0/21
uscentral,13.67.128.0/20
uscentral,13.67.144.0/21
uscentral,13.67.152.0/24
uscentral,13.67.153.0/28
uscentral,13.67.153.32/27
uscentral,13.67.153.64/26
uscentral,13.67.153.128/25
uscentral,13.67.155.0/24
uscentral,13.67.156.0/22
uscentral,13.67.160.0/19
uscentral,13.67.192.0/18
uscentral,13.86.0.0/17
uscentral,13.89.0.0/16
uscentral,20.37.128.0/18
uscentral,20.38.96.0/23
uscentral,20.40.192.0/18
uscentral,20.44.8.0/21
uscentral,20.184.64.0/18
uscentral,20.186.192.0/18
uscentral,20.190.134.0/24
uscentral,23.99.128.0/17
uscentral,23.100.80.0/21
uscentral,23.100.240.0/20
uscentral,23.101.112.0/20
uscentral,23.102.202.0/24
uscentral,40.67.160.0/19
uscentral,40.69.128.0/18
uscentral,40.77.0.0/17
uscentral,40.77.161.64/26
uscentral,40.77.166.192/26
uscentral,40.77.175.192/27
uscentral,40.77.175.240/28
uscentral,40.77.182.16/28
uscentral,40.77.182.192/26
uscentral,40.77.184.128/25
uscentral,40.77.197.0/24
uscentral,40.77.255.128/26
uscentral,40.78.128.0/18
uscentral,40.78.221.0/24
uscentral,40.82.16.0/22
uscentral,40.83.0.0/20
uscentral,40.83.16.0/21
uscentral,40.83.24.0/26
uscentral,40.83.24.64/27
uscentral,40.83.24.128/25
uscentral,40.83.25.0/24
uscentral,40.83.26.0/23
uscentral,40.83.28.0/22
uscentral,40.83.32.0/19
uscentral,40.86.0.0/17
uscentral,40.87.180.0/22
uscentral,40.89.224.0/19
uscentral,40.90.16.0/27
uscentral,40.90.128.16/28
uscentral,40.90.129.224/27
uscentral,40.90.130.64/28
uscentral,40.90.132.192/26
uscentral,40.90.137.224/27
uscentral,40.90.140.96/27
uscentral,40.90.140.224/27
uscentral,40.90.141.0/27
uscentral,40.90.142.128/27
uscentral,40.90.142.240/28
uscentral,40.90.144.0/27
uscentral,40.90.144.128/26
uscentral,40.90.148.176/28
uscentral,40.90.149.96/27
uscentral,40.90.151.160/27
uscentral,40.90.154.64/26
uscentral,40.113.192.0/18
uscentral,40.122.16.0/20
uscentral,40.122.32.0/19
uscentral,40.122.64.0/18
uscentral,40.122.128.0/17
uscentral,40.126.6.0/24
uscentral,52.108.208.0/21
uscentral,52.109.8.0/22
uscentral,52.114.128.0/22
uscentral,52.125.128.0/22
uscentral,52.136.30.0/24
uscentral,52.141.192.0/19
uscentral,52.141.240.0/20
uscentral,52.143.193.0/24
uscentral,52.143.224.0/19
uscentral,52.154.0.0/18
uscentral,52.154.128.0/17
uscentral,52.158.160.0/20
uscentral,52.158.192.0/19
uscentral,52.165.0.0/19
uscentral,52.165.32.0/20
uscentral,52.165.48.0/28
uscentral,52.165.49.0/24
uscentral,52.165.56.0/21
uscentral,52.165.64.0/19
uscentral,52.165.96.0/21
uscentral,52.165.104.0/25
uscentral,52.165.128.0/17
uscentral,52.173.0.0/16
uscentral,52.176.0.0/17
uscentral,52.176.128.0/19
uscentral,52.176.160.0/21
uscentral,52.176.176.0/20
uscentral,52.176.192.0/19
uscentral,52.176.224.0/26
uscentral,52.176.224.64/27
uscentral,52.176.224.96/28
uscentral,52.180.128.0/19
uscentral,52.180.184.0/27
uscentral,52.180.184.32/28
uscentral,52.180.185.0/24
uscentral,52.182.128.0/17
uscentral,52.185.0.0/19
uscentral,52.185.32.0/20
uscentral,52.185.48.0/21
uscentral,52.185.56.0/26
uscentral,52.185.56.64/27
uscentral,52.185.56.96/28
uscentral,52.185.56.128/27
uscentral,52.185.56.160/28
uscentral,52.185.64.0/20
uscentral,52.185.80.0/26
uscentral,52.185.81.0/24
uscentral,52.185.88.0/21
uscentral,52.185.96.0/20
uscentral,52.185.112.0/26
uscentral,52.185.112.96/27
uscentral,52.185.120.0/21
uscentral,52.189.0.0/17
uscentral,52.228.128.0/17
uscentral,52.230.128.0/17
uscentral,52.232.157.0/24
uscentral,52.238.192.0/18
uscentral,52.239.150.0/23
uscentral,52.239.177.32/27
uscentral,52.239.177.64/26
uscentral,52.239.177.128/25
uscentral,52.239.195.0/24
uscentral,52.239.234.0/23
uscentral,52.242.128.0/17
uscentral,52.245.68.0/24
uscentral,52.245.69.32/27
uscentral,52.245.69.64/27
uscentral,52.245.69.96/28
uscentral,52.245.69.144/28
uscentral,52.245.69.160/27
uscentral,52.245.69.192/26
uscentral,52.245.70.0/23
uscentral,52.255.0.0/19
uscentral,65.55.144.0/23
uscentral,65.55.146.0/24
uscentral,104.43.128.0/17
uscentral,104.44.88.160/27
uscentral,104.44.91.160/27
uscentral,104.44.92.224/27
uscentral,104.44.94.80/28
uscentral,104.208.0.0/19
uscentral,104.208.32.0/20
uscentral,131.253.36.224/27
uscentral,157.55.108.0/23
uscentral,168.61.128.0/25
uscentral,168.61.128.128/28
uscentral,168.61.128.160/27
uscentral,168.61.128.192/26
uscentral,168.61.129.0/25
uscentral,168.61.129.128/26
uscentral,168.61.129.208/28
uscentral,168.61.129.224/27
uscentral,168.61.130.64/26
uscentral,168.61.130.128/25
uscentral,168.61.131.0/26
uscentral,168.61.131.128/25
uscentral,168.61.132.0/26
uscentral,168.61.144.0/20
uscentral,168.61.160.0/19
uscentral,168.61.208.0/20
uscentral,193.149.72.0/21
asiaeast,13.70.0.0/18
asiaeast,13.72.192.0/19
asiaeast,13.75.0.0/17
asiaeast,13.88.208.0/20
asiaeast,13.94.0.0/18
asiaeast,20.187.64.0/18
asiaeast,20.189.64.0/18
asiaeast,20.190.140.128/25
asiaeast,23.97.64.0/19
asiaeast,23.98.32.0/21
asiaeast,23.98.40.0/22
asiaeast,23.98.44.0/24
asiaeast,23.99.96.0/19
asiaeast,23.100.88.0/21
asiaeast,23.101.0.0/20
asiaeast,23.102.200.0/23
asiaeast,23.102.224.0/19
asiaeast,40.77.134.0/24
asiaeast,40.77.136.16/28
asiaeast,40.77.160.32/27
asiaeast,40.77.160.64/26
asiaeast,40.77.160.128/25
asiaeast,40.77.161.0/26
asiaeast,40.77.161.128/25
asiaeast,40.77.175.128/27
asiaeast,40.77.192.0/22
asiaeast,40.77.226.0/25
asiaeast,40.77.234.128/27
asiaeast,40.77.236.192/28
asiaeast,40.77.252.0/23
asiaeast,40.79.210.0/24
asiaeast,40.81.16.0/20
asiaeast,40.83.64.0/18
asiaeast,40.87.192.0/22
asiaeast,40.90.154.192/26
asiaeast,40.126.12.128/25
asiaeast,52.108.32.0/22
asiaeast,52.109.120.0/22
asiaeast,52.114.0.0/21
asiaeast,52.114.52.0/23
asiaeast,52.115.40.0/22
asiaeast,52.115.44.0/23
asiaeast,52.139.128.0/18
asiaeast,52.175.0.0/17
asiaeast,52.184.0.0/17
asiaeast,52.229.128.0/17
asiaeast,52.232.153.0/24
asiaeast,52.239.128.0/24
asiaeast,52.239.224.0/24
asiaeast,52.245.56.0/22
asiaeast,52.246.128.0/20
asiaeast,65.52.160.0/19
asiaeast,104.44.88.192/27
asiaeast,104.44.90.224/27
asiaeast,104.44.91.192/27
asiaeast,104.44.94.96/28
asiaeast,104.46.24.0/22
asiaeast,104.208.64.0/18
asiaeast,104.214.160.0/19
asiaeast,111.221.29.0/24
asiaeast,111.221.30.0/23
asiaeast,111.221.78.0/23
asiaeast,131.253.13.100/30
asiaeast,131.253.13.104/30
asiaeast,131.253.35.192/26
asiaeast,134.170.192.0/21
asiaeast,137.116.160.0/20
asiaeast,168.63.128.0/24
asiaeast,168.63.129.0/28
asiaeast,168.63.129.32/27
asiaeast,168.63.129.64/26
asiaeast,168.63.129.128/25
asiaeast,168.63.130.0/23
asiaeast,168.63.132.0/22
asiaeast,168.63.136.0/21
asiaeast,168.63.148.0/22
asiaeast,168.63.152.0/22
asiaeast,168.63.156.0/24
asiaeast,168.63.192.0/19
asiaeast,191.232.140.0/24
asiaeast,191.234.2.0/23
asiaeast,191.234.16.0/20
asiaeast,191.237.238.0/24
asiaeast,204.231.197.0/24
asiaeast,207.46.67.160/27
asiaeast,207.46.67.192/27
asiaeast,207.46.72.0/27
asiaeast,207.46.77.224/28
asiaeast,207.46.87.0/24
asiaeast,207.46.89.16/28
asiaeast,207.46.95.32/27
asiaeast,207.46.126.0/24
asiaeast,207.46.128.0/19
asiaeast,207.68.174.208/28
europeeast,40.78.213.0/24
europeeast,40.80.28.0/22
